"","Rk","Name","Birth Date","Death Date","Age at Death","From","To","Pos","GP","G","A","PTS","+/-","PIM","GP","W","L","T/O","SV%","GAA"
"244","19","Alex Singbush","1914-01-31","1969-03-08","55","1941","1941","D","32","0","5","5","","15","","","","","",""
"245","1","Cliff Barton","1907-09-03","1969-09-14","62","1930","1940","RW","85","10","11","21","","25","","","","","",""
"246","2","Pete Bellefeuille","1901-10-19","1970-07-14","68","1926","1930","RW","92","26","6","32","","56","","","","","",""
"247","3","Paul Bibeault","1919-04-13","1970-02-08","50","1941","1947","G","215","0","0","0","","2","215","81","107","25","","3.65"
"248","4","Fred Brown","1900-09-15","1970-01-20","69","1928","1928","LW","15","1","0","1","","0","","","","","",""
"249","5","Bob Davis","1899-02-02","1970-07-05","71","1933","1933","RW","3","0","0","0","","0","","","","","",""
"250","6","Cecil Dillon","1908-04-26","1969-11-13","61","1931","1940","RW","453","167","131","298","","112","","","","","",""
"251","7","Charles Fraser","1897-07-22","1970-08-09","73","1924","1924","D","1","0","0","0","","0","","","","","",""
"252","8","Ernest Kenny","1907-08-20","1970-06-02","62","1931","1935","D","10","0","0","0","","8","","","","","",""
"253","9","Hec Kilrea","1907-06-11","1969-09-08","62","1926","1940","LW","633","166","130","296","","452","","","","","",""
"254","10","Bobby Kirk","1909-08-08","1970-07-11","60","1938","1938","RW","39","4","8","12","","14","","","","","",""
"255","11","Johnny Matz","1891-06-01","1969-12-21","78","1925","1925","C","30","2","4","6","","0","","","","","",""
"256","12","John Quilty","1921-01-21","1969-09-12","48","1941","1948","C","125","36","34","70","","81","","","","","",""
"257","13","Terry Sawchuk","1929-12-28","1970-05-31","40","1950","1970","G","971","0","7","7","0","225","971","445","336","171",".907","2.50"
"258","14","John Wilkinson","1911-07-09","1970-01-19","58","1944","1944","D","9","0","0","0","","6","","","","","",""
"259","1","Ossie Aubuchon","1917-01-01","1970-09-10","53","1943","1944","LW","50","20","12","32","","4","","","","","",""
"260","2","Michel Briere","1949-10-21","1971-04-13","21","1970","1970","C","76","12","32","44","-13","20","","","","","",""
"261","3","Punch Broadbent","1892-07-13","1971-03-05","78","1919","1929","RW","303","120","52","172","","576","","","","","",""
"262","4","John Chad","1919-09-16","1970-10-11","51","1940","1946","RW","80","15","22","37","","29","","","","","",""
"263","5","Roger Cormier","1905-03-23","1971-02-09","65","1926","1926","RW","1","0","0","0","","0","","","","","",""
"264","6","Claude Cyr","1939-03-27","1971-06-01","32","1959","1959","G","1","0","0","0","","0","1","0","0","0",".857","3.00"
"265","7","Cy Denneny","1891-12-23","1970-09-10","78","1918","1929","LW","329","247","89","336","","296","","","","","",""
"266","8","Art Jackson","1915-12-15","1971-05-15","55","1935","1945","C","470","123","179","302","","144","","","","","",""
"267","9","Newsy Lalonde","1887-10-31","1970-11-21","83","1918","1927","C","99","125","42","167","","185","","","","","",""
"268","10","Ron Martin","1909-08-22","1971-02-07","61","1933","1934","RW","94","13","16","29","","36","","","","","",""
"269","11","Charley Mason","1912-02-01","1971-05-17","59","1935","1939","RW","93","7","18","25","","22","","","","","",""
"270","12","Des Roche","1909-02-01","1971-01-18","61","1931","1935","RW","113","20","18","38","","54","","","","","",""
"271","13","Barney Stanley","1893-01-01","1971-05-16","78","1928","1928","RW","1","0","0","0","","0","","","","","",""
"272","14","Art Townsend","1905-10-09","1971-05-07","65","1927","1927","D","5","0","0","0","","0","","","","","",""
"273","15","Nils Tremblay","1923-07-26","1971-07-26","48","1945","1946","C","3","0","1","1","","0","","","","","",""
"274","16","Art Wiebe","1912-09-28","1971-06-06","58","1933","1944","D","412","14","26","40","","201","","","","","",""
"275","1","Tom Anderson","1910-07-09","1971-09-15","61","1935","1942","LW/D","316","62","127","189","","194","","","","","",""
"276","2","Max Bennett","1912-11-04","1972-01-05","59","1936","1936","RW","1","0","0","0","","0","","","","","",""
"277","3","George Brown","1912-05-17","1972-01-23","59","1937","1939","C","79","6","22","28","","34","","","","","",""
"278","4","Billy Cameron","1896-12-05","1972-01-28","75","1924","1926","RW","39","0","1","1","","4","","","","","",""
"279","5","Rusty Crawford","1885-11-07","1971-12-19","86","1918","1919","LW","38","10","8","18","","115","","","","","",""
"280","6","Herb Gardiner","1891-05-08","1972-01-11","80","1927","1929","D","100","10","10","20","","48","","","","","",""
"281","7","George Gee","1922-06-28","1972-01-14","49","1946","1954","C","551","135","183","318","","347","","","","","",""
"282","8","Duke Keats","1895-03-21","1972-01-17","76","1927","1929","C","82","29","19","48","","114","","","","","",""
"283","9","Fred McLean","1893-03-16","1971-11-19","78","1920","1921","D","9","0","0","0","","2","","","","","",""
"284","10","Harry Meeking","1894-11-04","1971-12-13","77","1918","1927","LW","64","19","13","32","","68","","","","","",""
"285","11","Gordie Poirier","1914-10-27","1972-05-25","57","1940","1940","C","10","0","1","1","","0","","","","","",""
"286","12","Paul Runge","1908-09-10","1972-04-27","63","1931","1938","C/LW","142","18","22","40","","57","","","","","",""
"287","13","Lou Trudel","1912-07-21","1972-03-19","59","1934","1941","LW","310","50","68","118","","122","","","","","",""
"288","1","Doug Bentley","1916-09-03","1972-11-24","56","1940","1954","LW","565","219","324","543","","217","","","","","",""
"289","2","Doug Brennan","1905-01-10","1972-11-08","67","1932","1934","D","123","9","7","16","","147","","","","","",""
"290","3","Turk Broda","1914-05-15","1972-10-17","58","1937","1952","G","629","0","0","0","","8","629","304","222","102","","2.53"
"291","4","Jack Crawford","1916-10-26","1973-01-19","56","1938","1950","D","547","38","140","178","","202","","","","","",""
"292","5","Bill Durnan","1916-01-22","1972-10-31","56","1944","1950","G","383","0","1","1","","9","383","208","112","62","","2.36"
"293","6","Farrand Gillie","1905-05-11","1972-10-07","67","1929","1929","LW/D","1","0","0","0","","","","","","","",""
"294","7","Gord Henry","1926-08-17","1972-10-03","46","1949","1950","G","3","0","0","0","","0","3","1","2","0","","1.67"
"295","8","Joe Ironstone","1898-06-28","1972-12-12","74","1926","1928","G","2","0","0","0","","0","2","0","0","1","","1.64"
"296","9","Percy Jackson","1907-09-21","1972-09-16","64","1932","1936","G","7","0","0","0","","0","7","1","3","1","","4.00"
"297","10","Paul Jacobs","1894-03-09","1973-05-01","79","1919","1919","D","1","0","0","0","","0","","","","","",""
"298","11","Frenchy Lacroix","1897-10-21","1973-04-12","75","1926","1926","G","5","0","0","0","","0","5","1","4","0","","3.43"
"299","12","Frank McCool","1918-10-27","1973-05-20","54","1945","1946","G","72","0","0","0","","5","72","33","32","7","","3.36"
"300","13","Tom O'Neill","1923-09-28","1973-02-13","49","1944","1945","RW","66","10","12","22","","53","","","","","",""
"301","14","Frank Peters","1905-06-05","1973-07-17","68","1931","1931","D","43","0","0","0","","57","","","","","",""
"302","15","Dave Ritchie","1892-01-12","1973-03-06","81","1918","1926","D","57","15","6","21","","50","","","","","",""
"303","16","John Ross Roach","1900-06-23","1973-07-09","73","1922","1935","G","491","0","1","1","","0","491","219","204","68","","2.46"
"304","17","Charles Stewart","1895-11-13","1973-01-23","77","1925","1927","G","77","0","0","0","","0","77","30","41","5","","2.45"
"305","18","Bob Whitelaw","1916-10-05","1972-10-06","56","1941","1942","D","32","0","1","1","","2","","","","","",""
"306","1","Jack Arbour","1899-03-07","1973-09-24","74","1927","1929","D","47","5","1","6","","58","","","","","",""
"307","2","Norm Armstrong","1938-10-17","1974-07-23","35","1963","1963","RW/D","7","1","1","2","1","2","","","","","",""
"308","3","Frank Beisler","1913-10-18","1973-09-08","59","1937","1940","D","2","0","0","0","","0","","","","","",""
"309","4","Archie Briden","1898-07-16","1974-06-08","75","1927","1930","LW","73","9","5","14","","56","","","","","",""
"310","5","Jack Dyte","1918-10-13","1974-04-09","55","1944","1944","D","27","1","0","1","","31","","","","","",""
"311","6","Smokey Harris","1890-10-11","1974-06-04","83","1925","1925","LW","6","3","1","4","","8","","","","","",""
"312","7","Gord Hollingworth","1933-07-24","1974-02-02","40","1955","1958","D","163","4","14","18","","201","","","","","",""
"313","8","Tim Horton","1930-01-12","1974-02-21","44","1950","1974","D","1445","115","403","518","191","1611","","","","","",""
"314","9","Bill Hutton","1910-01-28","1974-03-01","64","1930","1931","D/RW","64","3","1","4","","6","","","","","",""
"315","10","Guy Labrie","1920-08-11","1974-05-12","53","1944","1945","D","42","4","9","13","","16","","","","","",""
"316","11","Ed Lowrey","1891-08-13","1973-11-27","82","1918","1921","C","27","2","2","4","","6","","","","","",""
"317","12","Wayne Maki","1944-11-10","1974-05-01","29","1968","1973","LW","246","57","79","136","-39","182","","","","","",""
"318","13","Sylvio Mantha","1902-04-14","1974-08-07","72","1924","1937","D","542","63","77","140","","671","","","","","",""
"319","14","George O'Grady","1891-06-08","1974-07-25","83","1918","1918","D","4","0","0","0","","0","","","","","",""
"320","15","Tony Savage","1906-07-18","1974-02-28","67","1935","1935","D","49","1","5","6","","16","","","","","",""
"321","16","Chuck Shannon","1916-03-22","1974-08-25","58","1940","1940","D","4","0","0","0","","2","","","","","",""
"322","17","Joe Simpson","1893-08-13","1973-12-25","80","1926","1931","D","228","21","19","40","","172","","","","","",""
"323","18","Rudy Zunich","1910-11-24","1974-03-13","63","1944","1944","D","2","0","0","0","","2","","","","","",""
"324","1","Dave Campbell","1896-04-27","1975-02-18","78","1921","1921","D","2","0","0","0","","0","","","","","",""
"325","2","George Carey","1892-11-04","1974-12-31","82","1920","1924","RW","72","21","12","33","","20","","","","","",""
"326","3","John Doran","1911-05-24","1975-02-11","63","1934","1940","D","98","5","10","15","","110","","","","","",""
"327","4","Art Duncan","1891-07-04","1975-04-13","83","1927","1931","D","156","18","16","34","","233","","","","","",""
"328","5","Sam Godin","1909-09-20","1975-03-08","65","1928","1934","RW","79","4","3","7","","34","","","","","",""
"329","6","George Hay","1898-01-10","1975-07-13","77","1927","1933","LW","240","74","62","136","","87","","","","","",""
"330","7","Bobby Lee","1911-12-28","1974-12-31","63","1943","1943","C","1","0","0","0","","0","","","","","",""
"331","8","Mike McMahon","1915-02-01","1974-12-03","59","1943","1946","D","58","7","18","25","","90","","","","","",""
"332","9","Hugh Millar","1921-04-03","1975-03-02","53","1947","1947","D","4","0","0","0","","0","","","","","",""
"333","10","Eddie Ouellette","1911-03-09","1975-08-22","64","1936","1936","C","43","3","2","5","","11","","","","","",""
"334","11","George Redding","1903-03-06","1974-10-17","71","1925","1926","LW/D","33","3","2","5","","10","1","0","0","0","","5.45"
"335","12","Leo Reise","1892-06-01","1975-07-08","83","1921","1930","D","223","39","35","74","","204","","","","","",""
"336","13","Moe Roberts","1905-12-13","1975-02-05","69","1926","1952","G","10","0","0","0","","0","10","3","5","0","","3.71"
"337","14","Sherman White","1923-05-12","1975-01-29","51","1947","1950","C","4","0","2","2","","0","","","","","",""
"338","1","Rudy Ahlin","1908-12-13","1976-05-06","67","1938","1938","LW","1","0","0","0","","0","","","","","",""
"339","2","Art Alexandre","1909-03-02","1976-04-11","67","1932","1933","LW","11","0","2","2","","0","","","","","",""
"340","3","Hank Ciesla","1934-10-15","1976-04-22","41","1956","1959","C","271","26","51","77","","85","","","","","",""
"341","4","Norm Collings","1910-05-06","1975-10-06","65","1935","1935","F","1","0","1","1","","0","","","","","",""
"342","5","Dolly Dolson","1897-05-23","1976-08-19","79","1929","1931","G","93","0","0","0","","0","93","35","41","17","","1.98"
"343","6","Bill Folk","1927-07-11","1976-04-21","48","1952","1953","D","12","0","0","0","","4","","","","","",""
"344","7","Henry Harris","1906-04-28","1975-12-31","69","1931","1931","RW","32","2","4","6","","20","","","","","",""
"345","8","Val Hoffinger","1901-01-01","1976-03-22","75","1928","1929","D","28","0","1","1","","28","","","","","",""
"346","9","Syd Howe","1911-09-28","1976-05-20","64","1930","1946","C/LW","700","237","292","529","","214","","","","","",""
"347","10","Jean-Paul Lamirande","1924-08-21","1976-01-30","51","1947","1955","LW/D","49","5","5","10","","26","","","","","",""
"348","11","Real Lemieux","1945-01-03","1975-10-24","30","1967","1974","LW","457","51","104","155","-73","262","","","","","",""
"349","12","Sammy McManus","1911-10-22","1976-07-01","64","1935","1937","LW","26","0","1","1","","8","","","","","",""
"350","13","Al Shields","1907-05-10","1975-09-24","68","1928","1938","D","459","42","47","89","","618","2","0","0","0","","11.22"
"351","14","Ted Stackhouse","1894-11-02","1975-11-24","81","1922","1922","D","13","0","0","0","","2","","","","","",""
"352","15","Wilf Starr","1909-07-22","1976-05-01","66","1933","1936","C","87","9","7","16","","25","","","","","",""
"353","16","Ralph Taylor","1905-10-02","1976-07-03","70","1928","1930","D","102","4","1","5","","174","","","","","",""
"354","1","Barry Ashbee","1939-07-28","1977-05-12","37","1966","1974","D","284","15","70","85","48","291","","","","","",""
"355","2","Clint Benedict","1892-09-26","1976-11-12","84","1918","1930","G","362","0","0","0","","9","362","189","142","28","","2.32"
"356","3","Helge Bostrom","1894-01-09","1977-01-25","83","1930","1933","D","96","3","3","6","","68","","","","","",""
"357","4","Hal Cooper","1915-08-29","1977-06-25","61","1945","1945","RW","8","0","0","0","","2","","","","","",""
"358","5","Billy Coutu","1892-03-01","1977-02-25","84","1918","1927","D","247","33","23","56","","502","","","","","",""
"359","6","John Duggan","1898-12-17","1977-02-03","78","1926","1926","LW","27","0","0","0","","0","","","","","",""
"360","7","Duke Dukowski","1902-08-30","1976-09-26","74","1927","1934","D","200","16","30","46","","186","","","","","",""
"361","8","Bob Gassoff","1953-04-17","1977-05-29","24","1974","1977","D","245","11","47","58","-13","866","","","","","",""
"362","9","Art Gauthier","1904-10-10","1977-06-30","72","1927","1927","C","13","0","0","0","","0","","","","","",""
"363","10","Walter Harnott","1909-09-24","1977-01-08","67","1934","1934","LW","6","0","0","0","","2","","","","","",""
"364","11","Clem Loughlin","1894-11-15","1977-02-08","82","1927","1929","D","101","8","6","14","","81","","","","","",""
"365","12","Sam McAdam","1908-05-31","1976-12-29","68","1931","1931","C/LW","5","0","0","0","","0","","","","","",""
"366","13","Armand Mondou","1905-06-27","1976-09-13","71","1929","1940","LW","386","47","71","118","","101","","","","","",""
"367","14","Hal Murphy","1927-07-06","1976-10-12","49","1953","1953","G","1","0","0","0","","0","1","1","0","0","","4.00"
"368","15","Buddy O'Connor","1916-06-21","1977-08-24","61","1942","1951","C","509","140","257","397","","34","","","","","",""
"369","16","George Patterson","1906-05-22","1977-01-16","70","1927","1935","W","270","51","27","78","","220","","","","","",""
"370","17","Al Pudas","1899-02-17","1976-10-28","77","1927","1927","W","4","0","0","0","","0","","","","","",""
"371","18","Mickey Roach","1895-05-01","1977-04-01","81","1920","1927","C","211","77","37","114","","54","","","","","",""
